Author;Date;Rating;Review;Book_title;Book_author;label
Кира;24.07.2022;1;800.000 рублей было выделено на гречку и книгу для полярного. можно поставить 0?;Тлеющие ветви леса Блум;Александр Полярный;-1
Виктория;23.07.2022;5;Книга прекрасна как и стиль! Хоть и немного оригинально;Тлеющие ветви леса Блум;Александр Полярный;1
Ярослав;19.07.2022;1;Александр Полярный собирал на это 800.000 тысяч рублей. На ЭТО? Подобное назвать книгой не поворачивается язык. Даже количество страниц в детской сказке больше, чем в данной книге. Причём текст в этой книге — крупный, иллюстраций — достаточно. Соответственно, без этого страниц в этой книге было бы меньше 100. «Тлеющие ветви леса Блум» — просто ужас. Александра Полярного нужно давно убрать с российского книжного рынка. Читая с первой страницы задаешься вопросом — «Что вообще здесь происходит»? Казалось бы, хуже той же самой книги «Одна ночь в зимнем саду» ничего хуже быть не может. Оказывается, может. Это — «Тлеющие ветви леса Блум». Никому не советую читать данную книгу, вы только выкинете деньги на ветер. Желаю вам только хороших, полезных и увлекательных книг.;Тлеющие ветви леса Блум;Александр Полярный;-1
Ирина;19.07.2022;1;Данное нечто (литературой назвать это - кощунство) побило все рекорды кринжа и ужаса. Полярный молодец, что пишет так ужасно. Он своим примером показывает как НЕ НАДО ПИСАТЬ.;Тлеющие ветви леса Блум;Александр Полярный;-1
Человек;19.07.2022;1;На эту книгу собирали 800.000???? Полярный за 6 лет ничего нормального написать не мог? Конечно, Сашенька трудился все эти годы не покладая рук, писал, видимо, по одному слову в год. Если бы не рисунки и огромный шрифт, растянутый между тем на 140 страниц, их было бы, мне кажется, не больше 20, и то с натяжечкой. Эту, прости Господи книгу не советую покупать никому. Насчёт людей, которые не интересуются литературой и нужно выбрать книгу в подарок, выберите сначала пожалуйста понравившиеся вам произведения и посмотрите на них 2-3 обзора чтобы было понятно что это за книга и какая у автора репутация в книжных сообществах.;Тлеющие ветви леса Блум;Александр Полярный;-1
Стеня;18.07.2022;1;Разочаровалась книгой(((( эта книга не вызвала никаких эмоций, кроме вопроса: а о чем вообще идет речь.... многие говорят исключительно плохое об этом авторе, но снежная сказка и мятная сказка мне нравились, пробили на слезу и хоть какие-то эмоции, но в этой книге кроме красивой обложки ничего положительно нет.... кстати, одна ночь в зимнем саду была тоже более-менее адекватной, но при прочтении было понятно, что как-то все идет по одному месту у автора....((((( до последнего защищала этого автора, надеясь на что-то хорошее: ну он начинает, все с чего-то начинают, можно поддержать человека, зачем говорить только плохое, но тут аргументов в его поддержку у меня нет, книга ни о чем.... Разочарована автором, ведь очень много критики в его сторону, к которой он не прислушивается, а значит не слышит читателей, очень грустно((((;Тлеющие ветви леса Блум;Александр Полярный;-1
Rabbit;17.07.2022;1;"Когда думаешь, что хуже ""Одной ночи в зимнем саду"" быть ничего не может, Саша выпускает ""Тлеющие ветви леса Блум"". Абсолютно сырые куски черновиков, сшитые между собой настолько халтурно, что его слова про шесть лет написания воспринимаются как ""Ну, я забил на эту книгу на 6 лет, но в издательстве намекнули, поэтому пришлось шевелиться""";Тлеющие ветви леса Блум;Александр Полярный;-1
Шан Цинхуа;17.07.2022;1;"Не хочется быть предвзятым, но абсолютно все книги Полярного невозможно называть таковыми. Это просто бумага, которой очень не повезло, и вместо того, чтобы стать хотя бы скетчбуком, она стала этим..
И хоть сие творение также очень сложно называть книгой, благодаря ему мы получили новое прекрасное видео Энтони! Я считаю, что это самое главное~";Тлеющие ветви леса Блум;Александр Полярный;-1
Александра;15.07.2022;1;"Эта книга ждала своего часа шесть лет. Шесть, Карл. Не год, не два. И за столь большой промежуток времени можно взять, сесть и написать что-то действительно стоящее. Да даже авторы на фикбуке за год могут написать страниц 400 прекрасного текста, выпуская по главе-двум в месяц или два. Здесь же мы видим... сто с копейками страниц. Повторяюсь, за шесть лет. Плохо? Не просто плохо, это ужасно.
И на это нечто было собрано в своей время 800к рублей. Стоило ли оно того? Помилуйте.";Тлеющие ветви леса Блум;Александр Полярный;-1
ММ;20.05.2025;5;Книга — восторг с первой до последней главы. Меня пробивало на слезы минимум раз десять, пока я читала. Это настолько трепетно, ярко, эмоционально. Химия Джейка и Микки на каком-то другом уровне. Долго подходила мимо автора, но теперь хочу прочитать и предыдущие книги, чтобы насладиться слогом, атмосферой, этим почти потерянным авторами в последнее время умением описать любовь без откровенных сцен. Лина, спасибо вам огромное за книгу. Давно я не испытывала такого удовольствия от книги, желания взять ее в руки, обнять и никуда не выпускать. Может, хоть так Элфорд и Рамирес станут чуточку реальнее...;Буквы Севера. Последняя буква Севера;Лина Винчестер;1
Елена;20.05.2025;5;"Книга очень понравилась, наконец-то красивая и эстетичная обложка. Главный герой настоящие Грин флаг. Очень легко и быстро читается, захватывает с первых страниц. Единственный минус, что заканчивается на самом интересном месте.
Нестандартный сценарий, очень интересно «наблюдать» ща развитием отношений между главными героями: переплетается всё и дружба, и любовь.";Буквы Севера. Последняя буква Севера;Лина Винчестер;1
Ира;19.05.2025;5;"ЭТО ПРОСТО НЕВЫНОСИМО! Я не знаю, как теперь жить после ""Букв Севера""! Когда в первой части открылась история имени Джейка, я всё поняла – это конец, это любовь на всю жизнь. Микаэла, наша Тряпочка, и этот невероятный, невозможный Джейк с его убийственным сарказмом и такой спрятанной нежностью... Лина, ну что ты творишь с нашими сердцами?! Я ревела в финале первой книги, и как теперь дождаться вторую часть?! Джейк стал моей единственной подушкой безопасности! Я до сих пор не могу прийти в себя, Джейк – это лучшее, что случалось в книгах! 1000/10!";Буквы Севера. Последняя буква Севера;Лина Винчестер;1
Людмила;19.05.2025;5;Я просто не могу перестать думать об этой книге! Когда в первой части раскрылась история имени Джейка, я поняла, что это настоящая любовь. Микаэла, которую все зовут Тряпкой, и этот невероятный Джейк с его сарказмом и скрытой нежностью... Лина, как тебе удается писать так пронзительно? Я плакала в финале первой книги, и теперь не знаю, как дожить до выхода второй части. Джейк стал для меня тем самым спасательным кругом. До сих пор под впечатлением, он просто великолепен!;Буквы Севера. Последняя буква Севера;Лина Винчестер;1
Камилла;16.05.2025;5;Я не из тех, кто ведётся на красивые обложки, но тут сначала увидела именно её — и только потом прочитала аннотацию. История показалась грустной, но не безнадёжной. Есть ощущение, что в ней будут моменты, когда хочется и плакать, и обнимать героев. Отрывок только укрепил это чувство. Понравилось, что чувства показаны не через банальные сцены, а через мелочи — как взгляд, как движение. Очень надеюсь, что история не скатится в шаблон. Пока выглядит, будто автору действительно важно, что она пишет.;Буквы Севера. Последняя буква Севера;Лина Винчестер;1
Маргарита;15.05.2025;5;"Я была в предвкушении прочитать данную книгу, когда еще просто увидела ее аннотацию. Тем более с творчеством автора уже была знакома по книгам """"Эскиза нашей любви"""" и """"Нотингема"""", которые мне очень понравились, поэтому решила оформить предзаказ. И знаете, реально, нисколько не пожалела, очень захватывающий сюжет! и книжка очень красиво оформлена, обложка топовая!";Буквы Севера. Последняя буква Севера;Лина Винчестер;1
Пользователь скрыл свои данные;09.08.2024;2;Прочитала книгу после обзора, чтобы убедиться, действительно ли там настолько всё плохо. Нет, всё намного хуже. Сюжет невероятно скучный, события не продуманы, а просто вывалены на читателя. Если бы ранее не ознакомилась с другими книгами авторов, то вообще бы не поняла, что происходит в этой книге. Да, она рассчитана как дополнительный материал, но это не значит, что над ней не нужно было работать. Диалоги скучные, эмоции персонажей гиперболизированы. В общем, не советую тратить время на эту книгу.;Кёльн. Ярмарка чудес;Тория Дрим, Лия Стеффи;-1
Наталья;13.06.2024;1;"Прочитала эту книжечку ещё на новый год , но отзыв решила написать только сейчас . Мне понравилось , что очень симпатичное издание с приятной бумагой и печатью, но мне чрезвычайно не понравилось , как были выполнены иллюстрации. У персонажей очень странно прорисованы эмоции , но это безусловно не особо важный минус . Как по мне воспринимать Кельн как отдельную книгу невозможно так , как это больше дополнительный материал. Книга очень плохо написана , именно сюжетно . Кстати сюжетная линия очень странная и безумно "" притянутая за уши "". В общем не рекомендую , но чисто гипотетически возможно кому-то понравится.";Кёльн. Ярмарка чудес;Тория Дрим, Лия Стеффи;-1
Арина;10.10.2022;3;Книга хорошая, читать интересно, но так как лия молодой автор, конечно же есть над чем работать. Ведь у неё не всегда хорошо продумано сюжет и не везде есть логика;Кёльн. Ярмарка чудес;Тория Дрим, Лия Стеффи;0
Alan;20.10.2022;1;Логика отсутствует временами, читать легко, но для двух авторов язык писательства слишком детский. Много сюжетных дыр, что порой становится смешно от глупости. В общем, с каждой книгой всё хуже и хуже.;Кёльн. Ярмарка чудес;Тория Дрим, Лия Стеффи;-1
дазай;06.11.2022;1;дыры в сюжете,отсутствует логика,плоские персонажи,больше смахивает на детскую книгу,никаких ожиданий не было,оправдываться возрастом глупо,не советую покупать,а вот автору советую больше практики,может быть я доживу до достойной книги!!!!!!!;Кёльн. Ярмарка чудес;Тория Дрим, Лия Стеффи;-1
деньги на ветер;09.11.2022;1;"1. Почему книга за косарь не в пленке !!!
2. Не все картинки крутые, есть парочку, одна вообще не совпадает с текстом.
Чтения на 30 минут. Сжатый до невозможности сюжет трех пар.трогательные моменты отсутствуют! По ощущению что за такие деньги купила просто детскую книгу, а не продолжение любимых героев. Лучше бы прочитала онлайн чем тратить такие деньги. Очень долго ее ждала и не впечатлила от слова со всем. Всю книгу можно было бы раскрыть намного лучше и глубже, всех героев. Рождественскую атмосферу почти не прочувствовала.
Все эти моменты можно было бы описать в конце каждой книги про этих героев, а так получилось что просто хотели заработать а не подарить чудо своим читателям. Размер книги не подходит под все предыдущие.";Кёльн. Ярмарка чудес;Тория Дрим, Лия Стеффи;-1
штрудель;19.11.2022;4;Ну, я думаю те кто читал другие отзывы, уже знают о чём сейчас пойдёт речь. И скажу честно, заказывая данную книгу, я не знала сколько в ней страниц и когда получила её, была немного… шокирована. Перейдём к плюсам и минусам этой книги( скорее книжечки);Кёльн. Ярмарка чудес;Тория Дрим, Лия Стеффи;1
Наталья;13.06.2024;1;"Прочитала эту книжечку ещё на новый год , но отзыв решила написать только сейчас . Мне понравилось , что очень симпатичное издание с приятной бумагой и печатью, но мне чрезвычайно не понравилось , как были выполнены иллюстрации. У персонажей очень странно прорисованы эмоции , но это безусловно не особо важный минус . Как по мне воспринимать Кельн как отдельную книгу невозможно так , как это больше дополнительный материал. Книга очень плохо написана , именно сюжетно . Кстати сюжетная линия очень странная и безумно "" притянутая за уши "". В общем не рекомендую , но чисто гипотетически возможно кому-то понравится.";Кёльн. Ярмарка чудес;Тория Дрим, Лия Стеффи;-1
книжный мамулик;21.12.2024;1;если честно, то блокнот не оправдал ожиданий, хотелось бы больше интерактива, если представлять это как мерч от лии стеффи. искренне жаль, что за такие деньги нет креатива, просто базовый блокнот, рука не тянется в таком писать. купила племяше, она расстроена;Твой Орлеан. Личный дневник;Лия Стеффи;-1
Елизавета;20.04.2024;4;"Дневник не вызывает вау эффекта. Обычный блокнот из разряда - опиши настроение дня, либо книги, что ты планируешь прочитать. Дополнено это только цитатами из книг автора и милым оформлением в минималистично-космическом фильме.
Сам ежедневник оформлен мило. Качество страниц хорошее, плотное. Можно писать гелевой ручкой и даже маркером. Конечно обложка - на любителя. Но поклонниику книг автора - понравится. Ок, тут наверное это чисто фанатский дневник.";Твой Орлеан. Личный дневник;Лия Стеффи;1
Елена;13.12.2023;1;Личный дневник оказался обычным блокнотом, где прослеживается небольшое количество цветных страниц. Но чего то оригинального и необычного от него ждать не стоит.Креатива, как и то что отличает этот блокнот от других просто нет...Кроме фотография Лии Стеффи на обложке, более ничего... Исходя из этого можно выбрать любой другой понравившейся. Так как связи с автором не прослеживается.;Твой Орлеан. Личный дневник;Лия Стеффи;-1
Софья;04.06.2023;1;"Абсолютно посредственный блокнот. Написали на обложке ""Лия Стеффи"" и блокнот стал стоить в пару-тройку раз дороже. В чём смысл названия блокнота и его связь с автором, если наполнение абсолютно базовое, нет ничего оригинального от Лии, ничего авторского. Обычный блокнот с белыми листами и парочкой цветных. Возможно, блокнот можно позиционировать в качестве мерча, но он всё равно сырой, можно было сделать продукт намного интереснее и более запоминающимся.";Твой Орлеан. Личный дневник;Лия Стеффи;-1
Г;01.03.2023;1;Это самый обычный блокнот, которых сотни на сайте, но прилепив арт с Лией, и цена на него возросла. Никакого креатива, ни запоминающихся челленджей, просто блокнот с парой ярких страниц и уймой белых для заполнения. Нужно такое? Думаю, что нет. Понравится такое в качестве подарка? Ну, разве что ярому фанату творчества известной Тиктокерши, но простой обыватель не оценит. Обложка тоже не фонтан - непропорционально вырисованное лицо и огромные губы создают эффект зловещей долины и показав подобное племяннице, она больше испугалась, нежели что-то другое. Заказывала на подарок семилетней сестрёнке и она оценила. Видимо дело вкуса, не иначе.;Твой Орлеан. Личный дневник;Лия Стеффи;-1
west;02.08.2022;1;Вести личный дневник проще в блокноте из фикса или заказанного где-то, в более красивой и спокойной обложкой. А этот ужас на колесиках….скупят только дети до 13.;Твой Орлеан. Личный дневник;Лия Стеффи;-1
Анна;22.04.2025;3;"Финал истории оставил у меня смешанные чувства. С одной стороны, напряжение между персонажами достигло апогея: старые союзы рушатся, новые формируются, и каждый шаг героев кажется продиктован не только логикой, но и эмоциями.
Обилие философских размышлений и сложных теорий временами перегружает повествование, затрудняя восприятие сюжета, ощущение, что после кривого перевода весь смысл и идея полностью потерялись. Что хотел сказать автор, какие идеи закладывал, не уловила.";Крах Атласа;Оливи Блейк;0
tata;23.03.2025;1;"Что случилось с корректурой и редактурой в этой волшебной книге?
Книгу так подали - реклама, оформление, а в результате за много рублей я получаю не просто некачественный продукт. Книгу невозможно читать из-за безобразных, неправильных речевых конструкций. Мне было стыдно читать текст, полный ошибок и опечаток. Интересно, издательству не стыдно было выпускать такого качества книгу?
Безобразие под красивой обложкой.";Крах Атласа;Оливи Блейк;-1
Натали;17.03.2025;5;Эта книга прокатит вас на эмоциональных качелях. Так быстро сюжет ещё нигде не менялся, как в этой книге. И плакала, и смеялась, и сидела широко открыв рот от шока. Шикарная книга, хороший слог читается легко. Оформление шик.;Крах Атласа;Оливи Блейк;1
slava;10.10.2024;3;Книга изначально производит вау эффект своим оформлением , приятным бонусом в виде закладки и полюбившимися иллюстрациями . А потом начинаешь читать…. Есть опечатки , очень странно сконструированные предложения (есть предположение , что это кривой перевод), а также наверху страницы указан другой автор Кэмерон Джонстон . Я долго думала , кто это и к чему это , но так и не поняла, ведь автор Оливи Блейк . Очень много вопросов , и мало ответов;Крах Атласа;Оливи Блейк;0
Инна;10.10.2024;5;"Я фанат данной трилогии, у меня была традиция делать предзаказы на книги Оливи Блэки.
Что касается третьей части книги, то она прекрасна. Данная книга может заинтересовать фанатов Ли Бардуго или Холли Блэк (это лично моё мнение), потому есть такая атмосфера магии, Дарк академии и всего такого.";Крах Атласа;Оливи Блейк;1
Владислав;13.10.2024;5;"Это превосходное произведение автора. Поначалу было непросто его читать, некоторые моменты до сих пор остаются для меня неясными, но, несмотря на это, я нашел ответы на многие свои вопросы.
Меня поразило, насколько многогранными автор изобразил своих главных героев. Кроме того, в этой части личные истории были переданы через второстепенных персонажей, и благодаря их рассказам некоторые моменты приобрели новое значение.";Крах Атласа;Оливи Блейк;1
Книжный Дракарис;20.10.2024;3;"Да, стало лучше, 1 части поставил 0,5, 2 - ?? ??, а тут аж 3. И, умоляю, это не дарк академия, а сай-фай фикшн.

Оливи расписалась, стала закрывать пробелы прошлых томов, раскрывать основных героев через второстепенных, начало про Атласа так вообще отличное, но часто происходящее (или бездействие) разбавлено не просто ненужными рассуждениями, но и весьма путанными, отчего получаем поток сознания Олвиви и минимум сюжета.

В этом томе упор на философию, нежели на научпоп физические теории.

Лор как вызывал вопросы, так и остаётся. Это мы уже приняли.

Качество издания для такой цены (в 2 р дороже) хуже среднего (но лучше 2 тома), печать плохая, арты Литтл Хмуры стали скучными, бедным на детали, герои не похожи на её же арты, да ещё и печать тёмная. Благо, хоть на более потных вклейкахьм подписаны с обратной стороны - who is who.

АСТ опозорилась: вверху каждой из 634 стр. значится Кэмерон Джон тон, а не О. Блейк - а последний автор дарк фэнтези фанзон - Мерзкая Семёрка. Как так? Тайная тайна.

Редактура в целом нормальная, не сравнить с 1 книгой, но есть огрехи.";Крах Атласа;Оливи Блейк;0
дарья;03.11.2024;2;Очень унылое завершение трилогии. Вторая часть закончилась вроде на такой интригующей ноте, а эта книга просто кошмар какая скучная и тягомотная. Бросила бы ее, если бы не купила бумажную версию для завершения. С середины читала уже через страницы, и ощущение, что ничего серьезного таким образом и не пропустила. Финал разочарование какое-то, в целом жаль потраченного времени и ресурсов на эту трилогию;Крах Атласа;Оливи Блейк;-1
Анастасия;08.11.2024;1;"Все три книги были очень душными. (Читала только чтобы добить цикл)
Как таковых эмоций персонажей нет. Если случается трагедия, то они ведут себя как ни в чем не бывало. Моменты 18+ не раскрыты вовсе. (Автор, если не умеешь об этом писать, не берись)
В цикле много орфографических ошибок, хоть с карандашом сиди и исправляй. В третьей книги так вообще другой автор указан + персонажи часто меняют пол по ходу книги. Пример: Петя села на стул. Редакторы, есть определённые вопросы.
Так же вопросы по поводу ходу истории. В одной главе может быть прошлое, будущее и настоящее, НО нет разграничения между этим.";Крах Атласа;Оливи Блейк;-1
Анастасия;23.12.2024;3;"Книгу ждала с нетерпением, так как первые две прочитала быстро и с удовольствием. Но заключительная часть трилогии не оправдала ожиданий. Герои перестали развиваться. Взаимоотношения героев деградировали, исчезла острота. Сюжет крутится вокруг одних и тех же размышлений, никак не наталкивая и не выходя на новые мысли и умозаключения.
В целом, взять можно, чтобы ""закрыть историю"" в голове и на полке в личной библиотеке.";Крах Атласа;Оливи Блейк;0
Света;28.01.2025;3;"Я до последнего надеялась, что эта книга станет лучше,чем предыдущие... и зря.
Сплошное разочарование. Изначально было хотя-бы интересно читать про Либби, но и её историю слили. Остальные гг вообще не цепляли, очень нелогическое поведение и мысли.
Всю эту историю можно было уместить в одной книге, а не растягивать на три.
Не советую к прочтению, трата времени и денег.";Крах Атласа;Оливи Блейк;0
Александра;03.01.2025;5;Это книга сильно отличается от предыдущих своим объектом, внутри также есть приятный бонус для фанатов. Это интересное завершение трилогии, достаточно неожиданное. Сюжет неторопливый, герои при этом раскрываются с новой и новой стороны. Мне нравится эта книга не за динамичный сюжет, а за построенные отношения между персонажами, особенности повествования в целом. Любителям нестандартной дарк-академии рекомендую.;Крах Атласа;Оливи Блейк;1
Анастасия;01.02.2025;3;Третья книга из истории это завершающая часть всей трилогии. Довольно интресно было узнать о концовке всего;Крах Атласа;Оливи Блейк;0
Полина;24.02.2025;3;Купила эту книгу лишь для коллекция и очень Рада что наконец дочитала, потому как было достаточно нужно, непонятно и натянуто. Первая часть произвела большое впечатление, вторая меньше, а это еще меньше…. Данная серия производит эффект вау за счет оформления, иллюстрации, сюжет интересный, но уходит совершенно не в то русло, поэтому читаешь и ничего абсолютно не понимаешь, тк автор используя свои приемы лишь запутывают. Вообщем не зашло.;Крах Атласа;Оливи Блейк;0
Карина;06.03.2025;3;"Не могу сказать, что довольна завершением истории... Ожидала я гораздо большего, такой жирной и понятной точки в конце. Однако, мои надежды не оправдались...
Ощущение, что меня обманули и запутали ещё больше. Ответов на вопросы не дали, лишь добавили нерешенных загадок.. Честно, если бы я знала заранее, чем закончится история, то наверное(?) оставила бы для себя финалом вторую книгу...";Крах Атласа;Оливи Блейк;0
Оксана;18.05.2025;5;"Книга потрясающая, арты тоже
Кристофф просто ??
Забавные моменты, остроумные шутки, несколько раз даже заплакала под самый конец почти
Напомнило Ван Хельсинга и Ведьмака
Подходя к концу первой книги не хотела чтобы она заканчивалась, но рада, что есть уже вторая книга";Империя вампиров;Джей Кристофф;1
Сергей;11.03.2025;5;"После прочтения цикла Неночь, Джей Кристофф стал для меня автопокупаемым автором. Я долго сомневался, ибо никогда не покупаю незаконченные циклы, но тут решил сделать исключение и купить сразу обе части, как только вторая поступила в продажу.

Шикарно. Отличительная черта миров Кристоффа - в них веришь. Они настолько проработаны, что ты буквально живешь в них пока читаешь книгу.

Единственным минусом отмечу - жаль, что переводчики у двух частей разные. И это заметно. Ну и ещё вечная проблема Кристоффа - местами перебор с пафосом. Но за это мы его и любим. 18+ сцены он пишет качественно, один из немногих авторов, которых можно читать, не кринжуя на постельных сценах.";Империя вампиров;Джей Кристофф;1
Ками;07.03.2025;5;"Я влюбилась в эту книгу, и она теперь одна из моих самых-самых 
Темное фэнтези, которое заставляет не только погрузится в иной мир, но и «увидеть» простые истины, которые переплетаются и с нашим миром.
Узнала о ней чисто случайно, и удивлена, что смогла найти такую интересную историю-захватывающую с самой первой страницы!
Сейчас я ее перечитываю, и уже на полочке ждет вторая часть.";Империя вампиров;Джей Кристофф;1
chrisaps;01.03.2025;5;"история, ломающая все стереотипы о вампирском фентези
Важно отметить, что на момент приобретения этой книги я совершенно ничего не знала об авторе и предыдущих его работах, и, возможно, именно поэтому она оказала на меня такое сильное впечатление. Если вы думаете, что тема с вампирами уже давно себя изжила, то, в целом, имеете на это полное право — я сама думала точно так же. Но Джей Кристофф демонстрирует нам ничуть не романтизированных, настоящих монстров, в борьбе с которыми главный герой находится едва ли не всю свою сознательную жизнь, проходя в процессе через множество трудностей. И этот герой, как и все его окружение, такой живой и настоящий, что не пропитаться эмпатией просто невозможно. Полное погружение в историю гарантировано, и выплыть из нее очень сложно — за 800 страниц вы проживаете с Габриэлем все.

Не могу не отметить и вкусный авторский слог, который просто замечательно передали переводчики, крупнокалиберный, местами очень резкий юмор, а также жестокость, которая не отталкивает. Поверьте, здесь она обоснована.

Не пугайтесь объема и не верьте, казалось бы, клишированному названию — здесь все по-другому. Советую.";Империя вампиров;Джей Кристофф;1
Елена;20.06.2022;3;"Книга пока в процессе чтения. В целом история интересная, но это очередная вариация мономифа,. Но вампирская составляющая с системой кланов и разными уровнями вампиров и видами их способностей мне нравится.
Плюсы
Иллюстрации, сама история, красивая обложка.
Минусы
Много опечаток и ошибок, словно текст вообще после перевода не вычитывался.
Низкого качества бумага, чернила с одной странички отпечатываются на другой.
Иллюстрации вклеены пачками в случайных местах, а не сопровождают текст. Уж лучше бы в этом случае их просто в конец книги поместили.
Троечку поставила имеено из-за качества самого издания.

И замечание по самому тексту: я не против мата, но здесь автор как-то совсем уж ребячится, ведь все сводится к оскорблению мамок и туалетной теме. В остальном повествование и язык мне нравится.";Империя вампиров;Джей Кристофф;0
Николай;09.06.2022;5;Cтиль автора не изменен, все так же много жестокости, откровенных сцен, мата и ругани даже избыточно, все те же 18+. Довольно мрачная и интересная вселенная, уникальное и детально прописанное мироустройство жизни вампиров, удачные герои, хорошо прописанная атмосфера и мир. Оформление книжки просто шикарное: толстенная, тиснение на обложке, классные иллюстрации, приятная бумага, так держать. Сюжет по началу неторопливый, постепенно набирающий динамику, однозначно увлекает. Что до содержания, знакомые поделились на два лагеря либо очень понравилось, либо полная чушь... я принадлежу к первому лагерю и скорее быстрее жду следующий том.;Империя вампиров;Джей Кристофф;1
